mapping,ordering,global_masking_rate,entropy,A->C,A->G,A->T,C->A,C->G,C->T,G->A,G->C,G->T,T->A,T->C,T->G
001,0,0.556380,1.940546,0.564063,0.588281,0.575781,0.564063,0.545312,0.560156,0.588281,0.545312,0.504687,0.575781,0.560156,0.504687
001,0_001,0.773958,1.421525,0.960938,0.850781,0.660937,0.960938,0.849219,0.660937,0.850781,0.849219,0.660937,0.660937,0.660937,0.660937
001,0_010,0.628646,1.934916,0.540625,0.640625,0.669531,0.540625,0.682813,0.571094,0.640625,0.682813,0.667188,0.669531,0.571094,0.667188
001,0_011,0.735417,1.594685,0.853906,0.782031,0.670312,0.853906,0.828906,0.651563,0.782031,0.828906,0.625781,0.670312,0.651563,0.625781
001,0_100,0.617057,1.971986,0.507031,0.548438,0.675000,0.507031,0.694531,0.617188,0.548438,0.694531,0.660156,0.675000,0.617188,0.660156
001,0_101,0.653125,1.874075,0.585938,0.698438,0.567187,0.585938,0.690625,0.721875,0.698438,0.690625,0.654687,0.567187,0.721875,0.654687
001,0_110,0.616276,1.977221,0.514062,0.638281,0.701562,0.514062,0.654687,0.528906,0.638281,0.654687,0.660156,0.701562,0.528906,0.660156
001,0_codon,0.615365,1.974555,0.509375,0.666406,0.645312,0.509375,0.601562,0.605469,0.666406,0.601562,0.664062,0.645312,0.605469,0.664062
001,1,0.561849,1.959997,0.521875,0.598437,0.532031,0.521875,0.560937,0.571875,0.598437,0.560937,0.585938,0.532031,0.571875,0.585938
001,10,0.564193,1.961737,0.564844,0.599219,0.553125,0.564844,0.528906,0.560156,0.599219,0.528906,0.578906,0.553125,0.560156,0.578906
001,10_001,0.771354,1.453591,0.849219,0.948438,0.661719,0.849219,0.847656,0.660937,0.948438,0.847656,0.660156,0.661719,0.660937,0.660156
001,10_010,0.645312,1.911660,0.669531,0.714063,0.619531,0.669531,0.607812,0.682031,0.714063,0.607812,0.578906,0.619531,0.682031,0.578906
001,10_011,0.715625,1.639811,0.702344,0.694531,0.628906,0.702344,0.907813,0.683594,0.694531,0.907813,0.676562,0.628906,0.683594,0.676562
001,10_100,0.619271,1.975409,0.552344,0.683594,0.700000,0.552344,0.667188,0.489844,0.683594,0.667188,0.622656,0.700000,0.489844,0.622656
001,10_101,0.686068,1.690597,0.777344,0.721094,0.735156,0.777344,0.698438,0.592187,0.721094,0.698438,0.592187,0.735156,0.592187,0.592187
001,10_110,0.612891,1.977005,0.664844,0.651563,0.642188,0.664844,0.524219,0.692187,0.651563,0.524219,0.502344,0.642188,0.692187,0.502344
001,10_codon,0.618620,1.994147,0.564063,0.722656,0.615625,0.564063,0.517969,0.727344,0.722656,0.517969,0.564063,0.615625,0.727344,0.564063
001,11,0.557552,1.937758,0.510938,0.582812,0.553125,0.510938,0.551562,0.536719,0.582812,0.551562,0.610156,0.553125,0.536719,0.610156
001,11_001,0.775000,1.420127,0.662500,0.850000,0.850000,0.662500,0.662500,0.662500,0.850000,0.662500,0.962500,0.850000,0.662500,0.962500
001,11_010,0.647135,1.890664,0.664062,0.607031,0.706250,0.664062,0.546094,0.642969,0.607031,0.546094,0.716406,0.706250,0.642969,0.716406
001,11_011,0.718099,1.593273,0.634375,0.652344,0.655469,0.634375,0.722656,0.734375,0.652344,0.722656,0.909375,0.655469,0.734375,0.909375
001,11_100,0.622526,1.960842,0.673438,0.507031,0.556250,0.673438,0.618750,0.679688,0.507031,0.618750,0.700000,0.556250,0.679688,0.700000
001,11_101,0.676562,1.778675,0.626563,0.624219,0.728125,0.626563,0.633594,0.691406,0.624219,0.633594,0.755469,0.728125,0.691406,0.755469
001,11_110,0.619401,1.999818,0.574219,0.510156,0.748437,0.574219,0.717969,0.617188,0.510156,0.717969,0.548438,0.748437,0.617188,0.548438
001,11_codon,0.630469,1.904595,0.641406,0.606250,0.624219,0.641406,0.671875,0.581250,0.606250,0.671875,0.657813,0.624219,0.581250,0.657813
001,12,0.567969,1.929647,0.481250,0.639062,0.605469,0.481250,0.514062,0.559375,0.639062,0.514062,0.608594,0.605469,0.559375,0.608594
001,12_001,0.775000,1.420127,0.662500,0.962500,0.850000,0.662500,0.662500,0.662500,0.962500,0.662500,0.850000,0.850000,0.662500,0.850000
001,12_010,0.638932,1.933836,0.671094,0.700000,0.631250,0.671094,0.585156,0.702344,0.700000,0.585156,0.543750,0.631250,0.702344,0.543750
001,12_011,0.748828,1.553195,0.650781,0.898438,0.830469,0.650781,0.639062,0.659375,0.898438,0.639062,0.814844,0.830469,0.659375,0.814844
001,12_100,0.602865,1.993173,0.552344,0.646875,0.594531,0.552344,0.528125,0.709375,0.646875,0.528125,0.585938,0.594531,0.709375,0.585938
001,12_101,0.745573,1.529396,0.627344,0.903125,0.803125,0.627344,0.645312,0.660937,0.903125,0.645312,0.833594,0.803125,0.660937,0.833594
001,12_110,0.612109,1.995979,0.570312,0.742188,0.528125,0.570312,0.573438,0.728125,0.742188,0.573438,0.530469,0.528125,0.728125,0.530469
001,12_codon,0.627995,1.897555,0.621094,0.666406,0.607812,0.621094,0.648438,0.625781,0.666406,0.648438,0.598437,0.607812,0.625781,0.598437
001,13,0.554167,1.979719,0.535156,0.579688,0.582812,0.535156,0.507031,0.528125,0.579688,0.507031,0.592187,0.582812,0.528125,0.592187
001,13_001,0.775000,1.420127,0.662500,0.962500,0.850000,0.662500,0.662500,0.662500,0.962500,0.662500,0.850000,0.850000,0.662500,0.850000
001,13_010,0.639323,1.954179,0.671094,0.582031,0.692969,0.671094,0.690625,0.650781,0.582031,0.690625,0.548438,0.692969,0.650781,0.548438
001,13_011,0.694531,1.753896,0.646875,0.749219,0.708594,0.646875,0.629687,0.725000,0.749219,0.629687,0.707812,0.708594,0.725000,0.707812
001,13_100,0.611979,1.991684,0.575000,0.528906,0.665625,0.575000,0.711719,0.617188,0.528906,0.711719,0.573438,0.665625,0.617188,0.573438
001,13_101,0.664193,1.842910,0.542969,0.660937,0.632812,0.542969,0.675781,0.717969,0.660937,0.675781,0.754687,0.632812,0.717969,0.754687
001,13_110,0.610547,1.986353,0.623437,0.503906,0.604688,0.623437,0.642969,0.650781,0.503906,0.642969,0.637500,0.604688,0.650781,0.637500
001,13_codon,0.613021,1.961907,0.692187,0.586719,0.527344,0.692187,0.646094,0.573438,0.586719,0.646094,0.652344,0.527344,0.573438,0.652344
001,14,0.549089,1.982807,0.559375,0.544531,0.491406,0.559375,0.566406,0.561719,0.544531,0.566406,0.571094,0.491406,0.561719,0.571094
001,14_001,0.775000,1.420127,0.850000,0.850000,0.662500,0.850000,0.962500,0.662500,0.850000,0.962500,0.662500,0.662500,0.662500,0.662500
001,14_010,0.659766,1.862519,0.635156,0.580469,0.704688,0.635156,0.724219,0.682031,0.580469,0.724219,0.632031,0.704688,0.682031,0.632031
001,14_011,0.714844,1.658353,0.697656,0.687500,0.640625,0.697656,0.890625,0.692969,0.687500,0.890625,0.679688,0.640625,0.692969,0.679688
001,14_100,0.612760,1.977798,0.549219,0.497656,0.664844,0.549219,0.699219,0.664844,0.497656,0.699219,0.600781,0.664844,0.664844,0.600781
001,14_101,0.751172,1.523256,0.926562,0.832031,0.628125,0.926562,0.841406,0.635938,0.832031,0.841406,0.642969,0.628125,0.635938,0.642969
001,14_110,0.591406,1.993861,0.537500,0.556250,0.628125,0.537500,0.612500,0.565625,0.556250,0.612500,0.648438,0.628125,0.565625,0.648438
001,14_codon,0.622005,1.974237,0.520312,0.709375,0.620313,0.520312,0.554688,0.683594,0.709375,0.554688,0.643750,0.620313,0.683594,0.643750
001,15,0.571615,1.965754,0.612500,0.557813,0.565625,0.612500,0.585156,0.564063,0.557813,0.585156,0.544531,0.565625,0.564063,0.544531
001,15_001,0.765365,1.475856,0.842969,0.940625,0.657031,0.842969,0.838281,0.660937,0.940625,0.838281,0.652344,0.657031,0.660937,0.652344
001,15_010,0.642188,1.904376,0.710938,0.652344,0.631250,0.710938,0.612500,0.555469,0.652344,0.612500,0.690625,0.631250,0.555469,0.690625
001,15_011,0.700911,1.724632,0.731250,0.714063,0.617188,0.731250,0.762500,0.685156,0.714063,0.762500,0.695312,0.617188,0.685156,0.695312
001,15_100,0.612109,1.976742,0.621875,0.671094,0.669531,0.621875,0.485938,0.682813,0.671094,0.485938,0.541406,0.669531,0.682813,0.541406
001,15_101,0.705599,1.720306,0.806250,0.740625,0.708594,0.806250,0.726562,0.656250,0.740625,0.726562,0.595313,0.708594,0.656250,0.595313
001,15_110,0.613151,1.990784,0.634375,0.646875,0.657813,0.634375,0.499219,0.708594,0.646875,0.499219,0.532031,0.657813,0.708594,0.532031
001,15_codon,0.626563,1.965156,0.554688,0.707031,0.678906,0.554688,0.517969,0.667969,0.707031,0.517969,0.632812,0.678906,0.667969,0.632812
001,16,0.544531,1.989645,0.516406,0.535937,0.580469,0.516406,0.565625,0.522656,0.535937,0.565625,0.546094,0.580469,0.522656,0.546094
001,16_001,0.775000,1.420127,0.662500,0.662500,0.662500,0.662500,0.962500,0.850000,0.662500,0.962500,0.850000,0.662500,0.850000,0.850000
001,16_010,0.651302,1.887501,0.691406,0.582812,0.609375,0.691406,0.636719,0.658594,0.582812,0.636719,0.728906,0.609375,0.658594,0.728906
001,16_011,0.694661,1.753994,0.708594,0.688281,0.723437,0.708594,0.752344,0.657031,0.688281,0.752344,0.638281,0.723437,0.657031,0.638281
001,16_100,0.617578,1.970618,0.627344,0.672656,0.671094,0.627344,0.500000,0.685156,0.672656,0.500000,0.549219,0.671094,0.685156,0.549219
001,16_101,0.661068,1.870200,0.724219,0.605469,0.686719,0.724219,0.678906,0.704688,0.605469,0.678906,0.566406,0.686719,0.704688,0.566406
001,16_110,0.619401,1.998768,0.514844,0.561719,0.729688,0.514844,0.739062,0.559375,0.561719,0.739062,0.611719,0.729688,0.559375,0.611719
001,16_codon,0.614453,1.967961,0.653125,0.667969,0.495313,0.653125,0.666406,0.602344,0.667969,0.666406,0.601562,0.495313,0.602344,0.601562
001,17,0.571354,1.971674,0.590625,0.568750,0.541406,0.590625,0.566406,0.578125,0.568750,0.566406,0.582812,0.541406,0.578125,0.582812
001,17_001,0.753516,1.480131,0.706250,0.707812,0.624219,0.706250,0.959375,0.763281,0.707812,0.959375,0.760156,0.624219,0.763281,0.760156
001,17_010,0.650130,1.881503,0.569531,0.630469,0.732031,0.569531,0.662500,0.628906,0.630469,0.662500,0.677344,0.732031,0.628906,0.677344
001,17_011,0.694010,1.691601,0.698438,0.797656,0.653125,0.698438,0.707812,0.664062,0.797656,0.707812,0.642969,0.653125,0.664062,0.642969
001,17_100,0.614714,1.969697,0.491406,0.592187,0.691406,0.491406,0.674219,0.568750,0.592187,0.674219,0.670312,0.691406,0.568750,0.670312
001,17_101,0.728906,1.596848,0.598437,0.645312,0.652344,0.598437,0.832031,0.810156,0.645312,0.832031,0.835156,0.652344,0.810156,0.835156
001,17_110,0.604818,1.978977,0.654687,0.529687,0.655469,0.654687,0.573438,0.619531,0.529687,0.573438,0.596094,0.655469,0.619531,0.596094
001,17_codon,0.600260,1.978163,0.500000,0.620313,0.662500,0.500000,0.542188,0.656250,0.620313,0.542188,0.620313,0.662500,0.656250,0.620313
001,18,0.572396,1.991124,0.512500,0.531250,0.626563,0.512500,0.575781,0.589844,0.531250,0.575781,0.598437,0.626563,0.589844,0.598437
001,18_001,0.775000,1.420127,0.662500,0.850000,0.850000,0.662500,0.662500,0.662500,0.850000,0.662500,0.962500,0.850000,0.662500,0.962500
001,18_010,0.650911,1.929946,0.585938,0.545312,0.696875,0.585938,0.699219,0.709375,0.545312,0.699219,0.668750,0.696875,0.709375,0.668750
001,18_011,0.691406,1.778581,0.622656,0.726562,0.720313,0.622656,0.662500,0.675000,0.726562,0.662500,0.741406,0.720313,0.675000,0.741406
001,18_100,0.622135,1.954443,0.566406,0.692187,0.675781,0.566406,0.503125,0.685156,0.692187,0.503125,0.610156,0.675781,0.685156,0.610156
001,18_101,0.668099,1.763022,0.572656,0.734375,0.612500,0.572656,0.690625,0.685156,0.734375,0.690625,0.713281,0.612500,0.685156,0.713281
001,18_110,0.605078,1.960895,0.527344,0.510156,0.626563,0.527344,0.626563,0.658594,0.510156,0.626563,0.681250,0.626563,0.658594,0.681250
001,18_codon,0.596354,1.996401,0.614844,0.533594,0.619531,0.614844,0.646094,0.639062,0.533594,0.646094,0.525000,0.619531,0.639062,0.525000
001,19,0.583464,1.955101,0.595313,0.580469,0.628125,0.595313,0.554688,0.528906,0.580469,0.554688,0.613281,0.628125,0.528906,0.613281
001,19_001,0.767057,1.476630,0.849219,0.924219,0.661719,0.849219,0.846094,0.662500,0.924219,0.846094,0.658594,0.661719,0.662500,0.658594
001,19_010,0.641927,1.902707,0.714063,0.605469,0.559375,0.714063,0.671875,0.624219,0.605469,0.671875,0.676562,0.559375,0.624219,0.676562
001,19_011,0.716016,1.659664,0.910156,0.683594,0.669531,0.910156,0.699219,0.678125,0.683594,0.699219,0.655469,0.669531,0.678125,0.655469
001,19_100,0.612891,1.975270,0.678906,0.689063,0.551562,0.678906,0.611719,0.660156,0.689063,0.611719,0.485938,0.551562,0.660156,0.485938
001,19_101,0.726042,1.586543,0.698438,0.720313,0.914844,0.698438,0.595313,0.704688,0.720313,0.595313,0.722656,0.914844,0.704688,0.722656
001,19_110,0.616536,1.976074,0.703125,0.669531,0.564063,0.703125,0.610938,0.500000,0.669531,0.610938,0.651563,0.564063,0.500000,0.651563
001,19_codon,0.621875,1.987748,0.642188,0.675000,0.612500,0.642188,0.653906,0.513281,0.675000,0.653906,0.634375,0.612500,0.513281,0.634375
001,1_001,0.775000,1.420127,0.662500,0.662500,0.662500,0.662500,0.962500,0.850000,0.662500,0.962500,0.850000,0.662500,0.850000,0.850000
001,1_010,0.660937,1.861734,0.653906,0.592187,0.664062,0.653906,0.739844,0.683594,0.592187,0.739844,0.632031,0.664062,0.683594,0.632031
001,1_011,0.720964,1.605947,0.776563,0.739062,0.635156,0.776563,0.880469,0.668750,0.739062,0.880469,0.625781,0.635156,0.668750,0.625781
001,1_100,0.619141,1.979916,0.677344,0.595313,0.578125,0.677344,0.579688,0.553125,0.595313,0.579688,0.731250,0.578125,0.553125,0.731250
001,1_101,0.731641,1.590887,0.605469,0.660156,0.642969,0.605469,0.795312,0.850000,0.660156,0.795312,0.835938,0.642969,0.850000,0.835938
001,1_110,0.622266,1.980232,0.671875,0.543750,0.711719,0.671875,0.666406,0.632031,0.543750,0.666406,0.507812,0.711719,0.632031,0.507812
001,1_codon,0.607292,1.984142,0.542188,0.575000,0.697656,0.542188,0.623437,0.596875,0.575000,0.623437,0.608594,0.697656,0.596875,0.608594
001,2,0.557292,1.961747,0.578125,0.588281,0.550000,0.578125,0.523438,0.585938,0.588281,0.523438,0.517969,0.550000,0.585938,0.517969
001,20,0.580208,1.960789,0.566406,0.592969,0.584375,0.566406,0.550781,0.573438,0.592969,0.550781,0.613281,0.584375,0.573438,0.613281
001,20_001,0.769531,1.439208,0.657031,0.657031,0.656250,0.657031,0.846875,0.846094,0.657031,0.846875,0.953906,0.656250,0.846094,0.953906
001,20_010,0.641146,1.940163,0.637500,0.686719,0.543750,0.637500,0.689063,0.703125,0.686719,0.689063,0.586719,0.543750,0.703125,0.586719
001,20_011,0.708464,1.702279,0.657813,0.693750,0.617969,0.657813,0.767188,0.721875,0.693750,0.767188,0.792188,0.617969,0.721875,0.792188
001,20_100,0.606510,1.964258,0.605469,0.594531,0.690625,0.605469,0.664062,0.543750,0.594531,0.664062,0.540625,0.690625,0.543750,0.540625
001,20_101,0.737240,1.572181,0.623437,0.917188,0.809375,0.623437,0.617188,0.657813,0.917188,0.617188,0.798438,0.809375,0.657813,0.798438
001,20_110,0.608984,1.990173,0.659375,0.618750,0.493750,0.659375,0.653125,0.579688,0.618750,0.653125,0.649219,0.493750,0.579688,0.649219
001,20_codon,0.635938,1.953315,0.707031,0.674219,0.523438,0.707031,0.702344,0.592187,0.674219,0.702344,0.616406,0.523438,0.592187,0.616406
001,21,0.550911,1.991812,0.595313,0.587500,0.506250,0.595313,0.554688,0.563281,0.587500,0.554688,0.498437,0.506250,0.563281,0.498437
001,21_001,0.750000,1.509542,0.621094,0.697656,0.696094,0.621094,0.768750,0.767188,0.697656,0.768750,0.949219,0.696094,0.767188,0.949219
001,21_010,0.642578,1.918019,0.650781,0.697656,0.615625,0.650781,0.603125,0.709375,0.697656,0.603125,0.578906,0.615625,0.709375,0.578906
001,21_011,0.699349,1.704665,0.712500,0.717969,0.723437,0.712500,0.653125,0.739844,0.717969,0.653125,0.649219,0.723437,0.739844,0.649219
001,21_100,0.616406,1.963952,0.512500,0.685156,0.646875,0.512500,0.530469,0.677344,0.685156,0.530469,0.646094,0.646875,0.677344,0.646094
001,21_101,0.655469,1.847760,0.548438,0.820312,0.670312,0.548438,0.560156,0.689844,0.820312,0.560156,0.643750,0.670312,0.689844,0.643750
001,21_110,0.599740,1.997788,0.585938,0.704688,0.524219,0.585938,0.568750,0.716406,0.704688,0.568750,0.498437,0.524219,0.716406,0.498437
001,21_codon,0.630729,1.947379,0.636719,0.716406,0.517969,0.636719,0.693750,0.664844,0.716406,0.693750,0.554688,0.517969,0.664844,0.554688
001,22,0.570052,1.981921,0.630469,0.535937,0.650781,0.630469,0.579688,0.535937,0.535937,0.579688,0.487500,0.650781,0.535937,0.487500
001,22_001,0.759635,1.483021,0.883594,0.662500,0.889844,0.883594,0.661719,0.810937,0.662500,0.661719,0.649219,0.889844,0.810937,0.649219
001,22_010,0.637630,1.937171,0.618750,0.718750,0.536719,0.618750,0.669531,0.702344,0.718750,0.669531,0.579688,0.536719,0.702344,0.579688
001,22_011,0.714844,1.646988,0.665625,0.595313,0.725000,0.665625,0.797656,0.817187,0.595313,0.797656,0.688281,0.725000,0.817187,0.688281
001,22_100,0.617318,1.975337,0.495313,0.676562,0.559375,0.495313,0.606250,0.692969,0.676562,0.606250,0.673438,0.559375,0.692969,0.673438
001,22_101,0.683333,1.724455,0.608594,0.753906,0.712500,0.608594,0.618750,0.696875,0.753906,0.618750,0.709375,0.712500,0.696875,0.709375
001,22_110,0.595964,1.980731,0.628125,0.528906,0.586719,0.628125,0.619531,0.591406,0.528906,0.619531,0.621094,0.586719,0.591406,0.621094
001,22_codon,0.616406,1.910482,0.552344,0.625000,0.644531,0.552344,0.552344,0.653906,0.625000,0.552344,0.670312,0.644531,0.653906,0.670312
001,23,0.537760,1.959145,0.472656,0.560937,0.556250,0.472656,0.528125,0.557813,0.560937,0.528125,0.550781,0.556250,0.557813,0.550781
001,23_001,0.750651,1.492492,0.739062,0.615625,0.739062,0.739062,0.726562,0.958594,0.615625,0.726562,0.725000,0.739062,0.958594,0.725000
001,23_010,0.657552,1.865002,0.586719,0.628125,0.742969,0.586719,0.679688,0.639062,0.628125,0.679688,0.668750,0.742969,0.639062,0.668750
001,23_011,0.716927,1.638874,0.664062,0.671875,0.661719,0.664062,0.703125,0.697656,0.671875,0.703125,0.903125,0.661719,0.697656,0.903125
001,23_100,0.616667,1.966264,0.617969,0.675781,0.689063,0.617969,0.492969,0.678906,0.675781,0.492969,0.545312,0.689063,0.678906,0.545312
001,23_101,0.760938,1.488197,0.653906,0.850781,0.925000,0.653906,0.656250,0.644531,0.850781,0.656250,0.835156,0.925000,0.644531,0.835156
001,23_110,0.591927,1.977952,0.586719,0.628125,0.690625,0.586719,0.556250,0.560156,0.628125,0.556250,0.529687,0.690625,0.560156,0.529687
001,23_codon,0.602995,1.988435,0.621094,0.660937,0.482812,0.621094,0.609375,0.628906,0.660937,0.609375,0.614844,0.482812,0.628906,0.614844
001,24,0.560156,1.991634,0.560937,0.560937,0.575000,0.560937,0.583594,0.546875,0.560937,0.583594,0.533594,0.575000,0.546875,0.533594
001,24_001,0.775000,1.420127,0.662500,0.662500,0.662500,0.662500,0.962500,0.850000,0.662500,0.962500,0.850000,0.662500,0.850000,0.850000
001,24_010,0.640885,1.892094,0.599219,0.551562,0.721875,0.599219,0.683594,0.665625,0.551562,0.683594,0.623437,0.721875,0.665625,0.623437
001,24_011,0.739323,1.540374,0.889844,0.640625,0.787500,0.889844,0.662500,0.809375,0.640625,0.662500,0.646094,0.787500,0.809375,0.646094
001,24_100,0.631771,1.942505,0.678125,0.689844,0.631250,0.678125,0.562500,0.707031,0.689844,0.562500,0.521875,0.631250,0.707031,0.521875
001,24_101,0.663151,1.800500,0.651563,0.562500,0.600781,0.651563,0.666406,0.682031,0.562500,0.666406,0.815625,0.600781,0.682031,0.815625
001,24_110,0.627474,1.976494,0.647656,0.521875,0.752344,0.647656,0.645312,0.661719,0.521875,0.645312,0.535937,0.752344,0.661719,0.535937
001,24_codon,0.621875,1.919593,0.577344,0.622656,0.592187,0.577344,0.660156,0.681250,0.622656,0.660156,0.597656,0.592187,0.681250,0.597656
001,25,0.588411,1.906760,0.584375,0.604688,0.604688,0.584375,0.571094,0.542188,0.604688,0.571094,0.623437,0.604688,0.542188,0.623437
001,25_001,0.773828,1.421062,0.661719,0.849219,0.847656,0.661719,0.662500,0.660937,0.849219,0.662500,0.960938,0.847656,0.660937,0.960938
001,25_010,0.661328,1.862682,0.664062,0.689063,0.643750,0.664062,0.621875,0.746875,0.689063,0.621875,0.602344,0.643750,0.746875,0.602344
001,25_011,0.724219,1.593449,0.681250,0.716406,0.917188,0.681250,0.653125,0.666406,0.716406,0.653125,0.710938,0.917188,0.666406,0.710938
001,25_100,0.630990,1.943238,0.670312,0.688281,0.602344,0.670312,0.591406,0.709375,0.688281,0.591406,0.524219,0.602344,0.709375,0.524219
001,25_101,0.729818,1.593621,0.612500,0.856250,0.850000,0.612500,0.616406,0.635938,0.856250,0.616406,0.807813,0.850000,0.635938,0.807813
001,25_110,0.623828,1.993197,0.737500,0.525781,0.574219,0.737500,0.563281,0.605469,0.525781,0.563281,0.736719,0.574219,0.605469,0.736719
001,25_codon,0.610547,1.949040,0.653906,0.615625,0.557031,0.653906,0.621094,0.672656,0.615625,0.621094,0.542969,0.557031,0.672656,0.542969
001,26,0.560026,1.980635,0.575000,0.623437,0.525000,0.575000,0.540625,0.558594,0.623437,0.540625,0.537500,0.525000,0.558594,0.537500
001,26_001,0.773177,1.422906,0.847656,0.958594,0.662500,0.847656,0.848437,0.660156,0.958594,0.848437,0.661719,0.662500,0.660156,0.661719
001,26_010,0.645443,1.918923,0.614844,0.678906,0.668750,0.614844,0.712500,0.561719,0.678906,0.712500,0.635938,0.668750,0.561719,0.635938
001,26_011,0.745703,1.541716,0.655469,0.873437,0.802344,0.655469,0.650000,0.640625,0.873437,0.650000,0.852344,0.802344,0.640625,0.852344
001,26_100,0.622396,1.969040,0.666406,0.700781,0.568750,0.666406,0.617188,0.678906,0.700781,0.617188,0.502344,0.568750,0.678906,0.502344
001,26_101,0.734375,1.551364,0.860156,0.864062,0.638281,0.860156,0.785937,0.608594,0.864062,0.785937,0.649219,0.638281,0.608594,0.649219
001,26_110,0.605469,1.976883,0.529687,0.619531,0.521094,0.529687,0.625781,0.674219,0.619531,0.625781,0.662500,0.521094,0.674219,0.662500
001,26_codon,0.622526,1.988741,0.533594,0.731250,0.571094,0.533594,0.571875,0.727344,0.731250,0.571875,0.600000,0.571094,0.727344,0.600000
001,27,0.566406,1.992800,0.574219,0.539062,0.560937,0.574219,0.570312,0.561719,0.539062,0.570312,0.592187,0.560937,0.561719,0.592187
001,27_001,0.774089,1.422819,0.661719,0.661719,0.662500,0.661719,0.848437,0.849219,0.661719,0.848437,0.960938,0.662500,0.849219,0.960938
001,27_010,0.628646,1.949743,0.533594,0.581250,0.681250,0.533594,0.657813,0.651563,0.581250,0.657813,0.666406,0.681250,0.651563,0.666406
001,27_011,0.724479,1.602625,0.723437,0.675000,0.913281,0.723437,0.628906,0.725781,0.675000,0.628906,0.680469,0.913281,0.725781,0.680469
001,27_100,0.626823,1.951113,0.519531,0.617188,0.701562,0.519531,0.680469,0.578906,0.617188,0.680469,0.663281,0.701562,0.578906,0.663281
001,27_101,0.650651,1.892022,0.553906,0.713281,0.673438,0.553906,0.567969,0.711719,0.713281,0.567969,0.683594,0.673438,0.711719,0.683594
001,27_110,0.623958,1.984801,0.639062,0.516406,0.686719,0.639062,0.615625,0.707031,0.516406,0.615625,0.578906,0.686719,0.707031,0.578906
001,27_codon,0.636198,1.953448,0.678906,0.685156,0.538281,0.678906,0.667969,0.607812,0.685156,0.667969,0.639062,0.538281,0.607812,0.639062
001,28,0.559766,1.963732,0.546094,0.585938,0.527344,0.546094,0.575000,0.541406,0.585938,0.575000,0.582812,0.527344,0.541406,0.582812
001,28_001,0.772266,1.452014,0.662500,0.850000,0.848437,0.662500,0.662500,0.660937,0.850000,0.662500,0.949219,0.848437,0.660937,0.949219
001,28_010,0.658464,1.865988,0.671094,0.677344,0.622656,0.671094,0.642188,0.604688,0.677344,0.642188,0.732812,0.622656,0.604688,0.732812
001,28_011,0.722135,1.608060,0.688281,0.906250,0.714844,0.688281,0.682031,0.629687,0.906250,0.682031,0.711719,0.714844,0.629687,0.711719
001,28_100,0.614974,1.970754,0.497656,0.692969,0.621094,0.497656,0.550000,0.664844,0.692969,0.550000,0.663281,0.621094,0.664844,0.663281
001,28_101,0.678646,1.706281,0.595313,0.642188,0.710156,0.595313,0.683594,0.676562,0.642188,0.683594,0.764062,0.710156,0.676562,0.764062
001,28_110,0.618359,1.995433,0.564844,0.720313,0.692187,0.564844,0.603906,0.494531,0.720313,0.603906,0.634375,0.692187,0.494531,0.634375
001,28_codon,0.625781,1.952967,0.688281,0.653125,0.511719,0.688281,0.716406,0.550781,0.653125,0.716406,0.634375,0.511719,0.550781,0.634375
001,29,0.562370,1.991299,0.549219,0.542188,0.565625,0.549219,0.567969,0.578906,0.542188,0.567969,0.570312,0.565625,0.578906,0.570312
001,29_001,0.774089,1.422819,0.661719,0.660937,0.661719,0.661719,0.849219,0.961719,0.660937,0.849219,0.849219,0.661719,0.961719,0.849219
001,29_010,0.633854,1.923902,0.648438,0.679688,0.624219,0.648438,0.646875,0.555469,0.679688,0.646875,0.648438,0.624219,0.555469,0.648438
001,29_011,0.725521,1.589327,0.726562,0.622656,0.705469,0.726562,0.703125,0.909375,0.622656,0.703125,0.685937,0.705469,0.909375,0.685937
001,29_100,0.611068,1.984468,0.495313,0.603906,0.695312,0.495313,0.658594,0.546094,0.603906,0.658594,0.667188,0.695312,0.546094,0.667188
001,29_101,0.657161,1.850282,0.707812,0.600781,0.737500,0.707812,0.536719,0.681250,0.600781,0.536719,0.678906,0.737500,0.681250,0.678906
001,29_110,0.590755,1.962790,0.574219,0.505469,0.683594,0.574219,0.565625,0.683594,0.505469,0.565625,0.532031,0.683594,0.683594,0.532031
001,29_codon,0.640885,1.870349,0.553906,0.700781,0.626563,0.553906,0.592969,0.704688,0.700781,0.592969,0.666406,0.626563,0.704688,0.666406
001,2_001,0.774089,1.422819,0.661719,0.849219,0.961719,0.661719,0.660937,0.661719,0.849219,0.660937,0.849219,0.961719,0.661719,0.849219
001,2_010,0.644271,1.937833,0.683594,0.682813,0.715625,0.683594,0.519531,0.559375,0.682813,0.519531,0.704688,0.715625,0.559375,0.704688
001,2_011,0.723568,1.621920,0.647656,0.785156,0.797656,0.647656,0.678906,0.624219,0.785156,0.678906,0.807813,0.797656,0.624219,0.807813
001,2_100,0.619531,1.962691,0.606250,0.669531,0.671875,0.606250,0.506250,0.700000,0.669531,0.506250,0.563281,0.671875,0.700000,0.563281
001,2_101,0.724609,1.620185,0.628125,0.788281,0.868750,0.628125,0.610938,0.645312,0.788281,0.610938,0.806250,0.868750,0.645312,0.806250
001,2_110,0.615234,1.979507,0.622656,0.492188,0.698438,0.622656,0.657031,0.680469,0.492188,0.657031,0.540625,0.698438,0.680469,0.540625
