mapping,ordering,w,global_masking_rate,entropy,A->C,A->G,A->T,C->A,C->G,C->T,G->A,G->C,G->T,T->A,T->C,T->G
100,13_101,5,0.733594,1.583681,0.600000,0.641406,0.645312,0.600000,0.811719,0.855469,0.641406,0.811719,0.847656,0.645312,0.855469,0.847656
100,13_101,8,0.856496,0.997216,0.771798,0.782299,0.792094,0.780991,0.923337,0.928305,0.782314,0.923096,0.933327,0.798981,0.923907,0.934691
100,13_110,11,0.874345,0.886824,0.848765,0.834746,0.863146,0.849113,0.880143,0.902576,0.843323,0.882721,0.918025,0.865187,0.893780,0.911222
100,13_110,5,0.719792,1.650851,0.650781,0.618750,0.678906,0.650781,0.792188,0.778125,0.618750,0.792188,0.800000,0.678906,0.778125,0.800000
100,13_110,8,0.814375,1.212754,0.771219,0.749407,0.797475,0.766399,0.828852,0.862972,0.746037,0.833392,0.878794,0.795821,0.865800,0.874386
100,13_codon,11,0.800027,1.447661,0.834286,0.737340,0.816302,0.829845,0.757387,0.861493,0.727141,0.757111,0.793584,0.816745,0.863663,0.805681
100,13_codon,5,0.693880,1.756295,0.655469,0.610156,0.710938,0.655469,0.653125,0.765625,0.610156,0.653125,0.767969,0.710938,0.765625,0.767969
100,13_codon,8,0.754658,1.571985,0.775405,0.661547,0.773693,0.778160,0.700454,0.840395,0.663527,0.697090,0.777155,0.776312,0.837915,0.775258
100,13,11,0.715191,1.903873,0.711487,0.706864,0.732803,0.712146,0.671755,0.726468,0.713059,0.678039,0.733220,0.733817,0.731047,0.732031
100,13,5,0.567839,1.947082,0.530469,0.546875,0.568750,0.530469,0.542969,0.589063,0.546875,0.542969,0.628906,0.568750,0.589063,0.628906
100,13,8,0.652721,1.922342,0.637221,0.635924,0.676898,0.644291,0.610953,0.681684,0.634241,0.601450,0.678180,0.679846,0.670937,0.681097
100,14_001,11,0.780318,1.791982,0.887103,0.824085,0.720925,0.888792,0.843097,0.711310,0.827958,0.846997,0.687368,0.722277,0.715294,0.686849
100,14_001,5,0.620313,1.967731,0.624219,0.664844,0.679688,0.624219,0.682813,0.512500,0.664844,0.682813,0.557813,0.679688,0.512500,0.557813
100,14_001,8,0.713992,1.896894,0.811012,0.763291,0.677033,0.803513,0.790075,0.631637,0.757579,0.791156,0.609416,0.680926,0.639239,0.615247
100,14_010,11,0.736170,1.953649,0.786531,0.665726,0.870805,0.783103,0.644375,0.779927,0.663799,0.647680,0.672911,0.867956,0.781590,0.671074
100,14_010,5,0.640495,1.950119,0.621094,0.557031,0.725000,0.621094,0.693750,0.655469,0.557031,0.693750,0.590625,0.725000,0.655469,0.590625
100,14_010,8,0.689858,1.959125,0.741079,0.603998,0.834533,0.737432,0.630084,0.737082,0.593497,0.626213,0.603352,0.827927,0.735419,0.607477
100,14_011,11,0.742748,1.929006,0.775612,0.725132,0.807331,0.776260,0.803904,0.698499,0.728115,0.802802,0.645247,0.808127,0.696678,0.645047
100,14_011,5,0.600000,1.996997,0.548438,0.527344,0.699219,0.548438,0.716406,0.561719,0.527344,0.716406,0.546875,0.699219,0.561719,0.546875
100,14_011,8,0.691433,1.966159,0.680181,0.658022,0.801858,0.682770,0.774770,0.627932,0.654575,0.774946,0.600310,0.806287,0.631223,0.603900
100,14_100,11,0.939339,0.484414,0.904116,0.903349,0.908129,0.902479,0.977096,0.974342,0.902343,0.977584,0.972389,0.905289,0.973174,0.971317
100,14_100,5,0.774089,1.422819,0.661719,0.662500,0.661719,0.661719,0.960938,0.848437,0.662500,0.960938,0.849219,0.661719,0.848437,0.849219
100,14_100,8,0.887400,0.796911,0.808417,0.808967,0.812915,0.817502,0.975128,0.956524,0.814809,0.974458,0.953777,0.817796,0.955509,0.953215
100,14_101,11,0.783088,1.622562,0.863867,0.814694,0.737489,0.863111,0.804287,0.724868,0.818758,0.806743,0.751001,0.739085,0.726740,0.747122
100,14_101,5,0.654687,1.885447,0.747656,0.653906,0.580469,0.747656,0.671094,0.595313,0.653906,0.671094,0.679688,0.580469,0.595313,0.679688
100,14_101,8,0.732587,1.729770,0.839082,0.760070,0.677365,0.836385,0.751936,0.663766,0.758309,0.751912,0.706232,0.673209,0.667281,0.706237
100,14_110,11,0.850776,1.105920,0.886972,0.794505,0.835589,0.885647,0.859394,0.902885,0.794923,0.858748,0.822751,0.838991,0.904927,0.822470
100,14_110,5,0.697005,1.736926,0.669531,0.620313,0.640625,0.669531,0.753906,0.730469,0.620313,0.753906,0.767188,0.640625,0.730469,0.767188
100,14_110,8,0.790221,1.378083,0.824555,0.720818,0.771937,0.818858,0.810232,0.846074,0.718148,0.812616,0.775720,0.767250,0.843153,0.772441
100,14_codon,11,0.824397,1.287140,0.770354,0.797957,0.843681,0.778721,0.798954,0.852627,0.805444,0.806167,0.872357,0.843620,0.852830,0.868684
100,14_codon,5,0.696484,1.740847,0.648438,0.616406,0.702344,0.648438,0.670312,0.821094,0.616406,0.670312,0.720313,0.702344,0.821094,0.720313
100,14_codon,8,0.777833,1.448815,0.731608,0.731307,0.814623,0.730621,0.739967,0.837373,0.733913,0.743758,0.818958,0.807818,0.835216,0.807323
100,14,11,0.714918,1.879552,0.746124,0.694626,0.700047,0.738114,0.697900,0.725645,0.696917,0.708356,0.727712,0.696499,0.723725,0.723432
100,14,5,0.560286,1.970445,0.531250,0.559375,0.542188,0.531250,0.596875,0.578906,0.559375,0.596875,0.553125,0.542188,0.578906,0.553125
100,14,8,0.646958,1.927964,0.661069,0.636079,0.630415,0.662607,0.656518,0.652126,0.629956,0.648007,0.657743,0.623198,0.647310,0.658497
100,15_001,11,0.780524,1.638144,0.828036,0.839927,0.712364,0.828243,0.836180,0.720274,0.841606,0.838042,0.748700,0.709777,0.718924,0.745426
100,15_001,5,0.630729,1.942407,0.658594,0.707031,0.542969,0.658594,0.651563,0.689844,0.707031,0.651563,0.534375,0.542969,0.689844,0.534375
100,15_001,8,0.723350,1.762268,0.782921,0.787161,0.651935,0.781924,0.773881,0.689498,0.787532,0.775432,0.660011,0.644991,0.688511,0.654662
100,15_010,11,0.756452,1.872328,0.715640,0.823080,0.882934,0.712052,0.623237,0.666023,0.821096,0.623044,0.824306,0.883627,0.672243,0.830092
100,15_010,5,0.648568,1.901466,0.714844,0.696094,0.675781,0.714844,0.578906,0.553125,0.696094,0.578906,0.672656,0.675781,0.553125,0.672656
100,15_010,8,0.703979,1.903829,0.679230,0.775098,0.815822,0.677535,0.572679,0.602164,0.773905,0.566535,0.775403,0.823835,0.602492,0.780607
100,15_011,11,0.740942,1.936929,0.655565,0.664009,0.664553,0.652961,0.826662,0.828727,0.667327,0.829959,0.800286,0.664536,0.832595,0.805142
100,15_011,5,0.615104,1.981938,0.617969,0.586719,0.502344,0.617969,0.689063,0.642969,0.586719,0.689063,0.651563,0.502344,0.642969,0.651563
100,15_011,8,0.690525,1.969814,0.614208,0.618907,0.597960,0.605305,0.785168,0.773594,0.615768,0.786942,0.760994,0.592237,0.774841,0.760032
100,15_100,11,0.952803,0.418256,0.994222,0.915138,0.991730,0.993094,0.917672,0.993566,0.909535,0.908988,0.908149,0.989989,0.994410,0.916664
100,15_100,5,0.773438,1.425415,0.849219,0.660937,0.849219,0.849219,0.660156,0.960938,0.660937,0.660156,0.660156,0.849219,0.960938,0.660156
100,15_100,8,0.894317,0.793594,0.968061,0.818395,0.962970,0.968394,0.812702,0.985914,0.818141,0.818792,0.816089,0.964361,0.985976,0.811652
100,15_101,11,0.850727,1.115051,0.857906,0.810893,0.824637,0.861895,0.868043,0.919750,0.816723,0.870826,0.816361,0.829946,0.916933,0.815612
100,15_101,5,0.681250,1.765364,0.775781,0.665625,0.723437,0.775781,0.667188,0.714063,0.665625,0.667188,0.541406,0.723437,0.714063,0.541406
100,15_101,8,0.791492,1.371090,0.833726,0.762780,0.771942,0.841208,0.789961,0.864257,0.767445,0.793052,0.722622,0.773760,0.857743,0.719538
100,15_110,11,0.918679,0.581695,0.963270,0.878682,0.941124,0.963913,0.886992,0.965605,0.881941,0.889156,0.875273,0.940367,0.963988,0.873958
100,15_110,5,0.761589,1.491028,0.850000,0.660937,0.831250,0.850000,0.653906,0.924219,0.660937,0.653906,0.649219,0.831250,0.924219,0.649219
100,15_110,8,0.870275,0.890396,0.939657,0.794036,0.918163,0.939000,0.806691,0.961945,0.804536,0.810838,0.799573,0.919486,0.962317,0.789445
100,15_codon,11,0.796852,1.490540,0.721937,0.826183,0.855311,0.724776,0.726827,0.774767,0.830645,0.726747,0.868075,0.859197,0.777814,0.867393
100,15_codon,5,0.687760,1.740657,0.649219,0.690625,0.720313,0.649219,0.614844,0.771875,0.690625,0.614844,0.679688,0.720313,0.771875,0.679688
100,15_codon,8,0.747050,1.588237,0.670325,0.788472,0.806494,0.667418,0.672079,0.745991,0.786702,0.675485,0.798832,0.803931,0.746848,0.801003
100,15,11,0.744103,1.677926,0.728996,0.735341,0.783948,0.721931,0.729171,0.730117,0.731280,0.730086,0.751547,0.790269,0.737682,0.759059
100,15,5,0.580990,1.906301,0.625781,0.511719,0.635938,0.625781,0.557813,0.628906,0.511719,0.557813,0.525781,0.635938,0.628906,0.525781
100,15,8,0.676767,1.779492,0.677854,0.634967,0.731162,0.679996,0.657117,0.686909,0.641838,0.661929,0.667002,0.731173,0.693091,0.658070
100,16_001,11,0.764379,1.791349,0.696995,0.712946,0.699648,0.698176,0.848711,0.800783,0.712482,0.844276,0.828840,0.697477,0.802106,0.830895
100,16_001,5,0.619401,1.974463,0.495313,0.563281,0.670312,0.495313,0.700781,0.604688,0.563281,0.700781,0.682031,0.670312,0.604688,0.682031
100,16_001,8,0.708033,1.886791,0.620918,0.645645,0.670572,0.619399,0.797089,0.748243,0.640269,0.792973,0.776128,0.662545,0.747287,0.776056
100,16_010,11,0.738418,1.977076,0.853834,0.640648,0.817383,0.851486,0.648404,0.827517,0.641328,0.648153,0.650464,0.809395,0.829349,0.645480
100,16_010,5,0.634766,1.956201,0.719531,0.524219,0.630469,0.719531,0.578125,0.683594,0.524219,0.578125,0.672656,0.630469,0.683594,0.672656
100,16_010,8,0.691600,1.980449,0.830003,0.577406,0.755911,0.825234,0.589244,0.770249,0.578190,0.589972,0.632690,0.753845,0.767523,0.628037
100,16_011,11,0.740727,1.986899,0.675820,0.799083,0.855314,0.677364,0.662602,0.684673,0.802509,0.651372,0.769606,0.858422,0.680810,0.772613
100,16_011,5,0.616536,1.973018,0.587500,0.661719,0.664062,0.587500,0.622656,0.512500,0.661719,0.622656,0.650781,0.664062,0.512500,0.650781
100,16_011,8,0.688767,1.989819,0.611587,0.758489,0.799295,0.616674,0.617427,0.603574,0.761844,0.616958,0.739660,0.800672,0.599539,0.738843
100,16_100,11,0.952461,0.441857,0.993965,0.907530,0.992061,0.992175,0.905408,0.996397,0.915118,0.915118,0.914424,0.991442,0.996599,0.908463
100,16_100,5,0.774089,1.422819,0.850000,0.661719,0.849219,0.850000,0.661719,0.960938,0.661719,0.661719,0.660937,0.849219,0.960938,0.660937
100,16_100,8,0.893129,0.803073,0.966900,0.809885,0.963105,0.968370,0.807091,0.988381,0.818610,0.818760,0.817358,0.964255,0.988370,0.805971
100,16_101,11,0.943927,0.470850,0.976385,0.905906,0.990554,0.979428,0.903533,0.985932,0.903008,0.897819,0.904314,0.990778,0.982493,0.907244
100,16_101,5,0.738672,1.550051,0.798438,0.623437,0.904687,0.798438,0.659375,0.817187,0.623437,0.659375,0.628906,0.904687,0.817187,0.628906
100,16_101,8,0.878983,0.868215,0.932210,0.803787,0.974405,0.933632,0.802306,0.950501,0.804868,0.802290,0.808983,0.976170,0.949872,0.811326
100,16_110,11,0.853636,0.957010,0.826892,0.822943,0.808672,0.826686,0.950466,0.859477,0.818046,0.950029,0.857434,0.806078,0.859596,0.858180
100,16_110,5,0.719271,1.624945,0.646875,0.650000,0.653125,0.646875,0.921875,0.718750,0.650000,0.921875,0.725000,0.653125,0.718750,0.725000
100,16_110,8,0.806908,1.182922,0.750878,0.750025,0.746464,0.757039,0.961562,0.808456,0.754329,0.960738,0.812201,0.751279,0.814287,0.814287
100,16_codon,11,0.789730,1.580805,0.813634,0.850703,0.741803,0.820451,0.834376,0.749919,0.851221,0.827775,0.741771,0.749000,0.749734,0.744818
100,16_codon,5,0.680990,1.771342,0.668750,0.657813,0.620313,0.668750,0.685156,0.728125,0.657813,0.685156,0.725781,0.620313,0.728125,0.725781
100,16_codon,8,0.741579,1.659431,0.770085,0.799522,0.697315,0.768668,0.766299,0.723592,0.796340,0.764787,0.699505,0.692803,0.721792,0.697232
100,16,11,0.702394,1.984049,0.665714,0.765572,0.746534,0.665694,0.660512,0.636427,0.766494,0.663705,0.738276,0.741687,0.640946,0.736212
100,16,5,0.567969,1.979730,0.557031,0.535156,0.572656,0.557031,0.535156,0.595313,0.535156,0.535156,0.612500,0.572656,0.595313,0.612500
100,16,8,0.640054,1.980158,0.603202,0.673137,0.674187,0.600329,0.600379,0.610554,0.672825,0.600532,0.680857,0.671091,0.608372,0.685510
100,17_001,11,0.751333,1.848364,0.724152,0.700632,0.745444,0.723085,0.816526,0.769769,0.705597,0.824740,0.743696,0.746279,0.773712,0.741792
100,17_001,5,0.605990,1.991727,0.528906,0.596875,0.666406,0.528906,0.716406,0.532031,0.596875,0.716406,0.595313,0.666406,0.532031,0.595313
100,17_001,8,0.694375,1.916867,0.656871,0.651514,0.716846,0.652120,0.791441,0.676674,0.647326,0.790040,0.669608,0.722651,0.680171,0.676846
100,17_010,11,0.735094,1.985493,0.644954,0.659599,0.646120,0.643404,0.849548,0.813994,0.655015,0.846738,0.797940,0.646877,0.818198,0.798252
100,17_010,5,0.634245,1.941573,0.537500,0.586719,0.683594,0.537500,0.661719,0.641406,0.586719,0.661719,0.694531,0.683594,0.641406,0.694531
100,17_010,8,0.685987,1.975619,0.586458,0.602319,0.626111,0.581793,0.790547,0.757720,0.592953,0.789876,0.758710,0.626325,0.761061,0.756742
100,17_011,11,0.745703,1.899081,0.781640,0.727928,0.782408,0.785673,0.713567,0.804759,0.725384,0.709535,0.664781,0.784857,0.804832,0.663513
100,17_011,5,0.623047,1.981510,0.664062,0.664844,0.642188,0.664062,0.554688,0.709375,0.664844,0.554688,0.503125,0.642188,0.709375,0.503125
100,17_011,8,0.692029,1.969258,0.735949,0.686903,0.741104,0.738388,0.629904,0.773463,0.684037,0.620135,0.590107,0.740061,0.771238,0.593356
100,17_100,11,0.936991,0.492538,0.901747,0.969385,0.983521,0.904245,0.893099,0.906851,0.966739,0.887984,0.969852,0.982100,0.907729,0.971528
100,17_100,5,0.775000,1.420127,0.662500,0.850000,0.962500,0.662500,0.662500,0.662500,0.850000,0.662500,0.850000,0.962500,0.662500,0.850000
100,17_100,8,0.887525,0.790886,0.818136,0.952065,0.983939,0.814312,0.803184,0.816658,0.952543,0.800893,0.954199,0.983783,0.817358,0.953701
100,17_101,11,0.802558,1.529042,0.754884,0.723360,0.776622,0.761457,0.838405,0.889047,0.722705,0.837246,0.832065,0.776499,0.886015,0.834463
100,17_101,5,0.657813,1.840852,0.555469,0.628906,0.695312,0.555469,0.700781,0.659375,0.628906,0.700781,0.707031,0.695312,0.659375,0.707031
100,17_101,8,0.744587,1.654319,0.689546,0.680209,0.728830,0.684975,0.793026,0.804749,0.675450,0.797997,0.781964,0.719509,0.800419,0.779269
100,17_110,11,0.802400,1.596516,0.882267,0.766978,0.840324,0.876395,0.750254,0.841327,0.764704,0.752977,0.733009,0.844427,0.843041,0.733397
100,17_110,5,0.687760,1.790812,0.678125,0.663281,0.708594,0.678125,0.696875,0.683594,0.663281,0.696875,0.696094,0.708594,0.683594,0.696094
100,17_110,8,0.752825,1.688138,0.818582,0.711404,0.802763,0.813116,0.695917,0.792329,0.711793,0.703646,0.687905,0.804505,0.798084,0.692736
100,17_codon,11,0.824694,1.263258,0.839784,0.794915,0.901665,0.828834,0.765433,0.839334,0.796345,0.769841,0.804609,0.901749,0.847413,0.806341
100,17_codon,5,0.727995,1.608171,0.664062,0.807813,0.847656,0.664062,0.632812,0.667188,0.807813,0.632812,0.748437,0.847656,0.667188,0.748437
100,17_codon,8,0.789267,1.346291,0.788852,0.787351,0.883518,0.779258,0.722937,0.775766,0.780545,0.725357,0.773671,0.886230,0.786134,0.782666
100,17,11,0.724227,1.838418,0.734948,0.710035,0.690985,0.745789,0.732058,0.766004,0.711172,0.727538,0.707162,0.695932,0.760352,0.708365
100,17,5,0.566667,1.930663,0.536719,0.590625,0.600781,0.536719,0.560937,0.532031,0.590625,0.560937,0.578906,0.600781,0.532031,0.578906
100,17,8,0.654988,1.886405,0.657066,0.652523,0.644037,0.655626,0.660166,0.671189,0.652165,0.655974,0.639585,0.651325,0.673111,0.647018
100,18_001,11,0.759503,1.792636,0.732147,0.775247,0.859963,0.735599,0.653055,0.710551,0.777390,0.650231,0.821316,0.863829,0.714307,0.819800
100,18_001,5,0.614323,1.984189,0.659375,0.662500,0.620313,0.659375,0.539844,0.501563,0.662500,0.539844,0.702344,0.620313,0.501563,0.702344
100,18_001,8,0.698850,1.910988,0.686382,0.727682,0.791224,0.680296,0.581505,0.631199,0.723370,0.590708,0.784921,0.779774,0.631526,0.779675
100,18_010,11,0.751533,1.884629,0.685914,0.664024,0.695840,0.689681,0.832511,0.811939,0.663480,0.833768,0.815769,0.699466,0.809519,0.816663
100,18_010,5,0.642188,1.904910,0.621875,0.571094,0.705469,0.621875,0.700781,0.650000,0.571094,0.700781,0.603906,0.705469,0.650000,0.603906
100,18_010,8,0.707925,1.876851,0.637625,0.625144,0.677068,0.635841,0.808658,0.744118,0.632417,0.811134,0.750641,0.678052,0.744454,0.750239
100,18_011,11,0.731588,1.968415,0.646524,0.749450,0.704138,0.643041,0.713300,0.804083,0.748496,0.712551,0.776822,0.702668,0.803023,0.776415
100,18_011,5,0.588021,1.991793,0.560937,0.608594,0.611719,0.560937,0.558594,0.616406,0.608594,0.558594,0.571875,0.611719,0.616406,0.571875
100,18_011,8,0.666538,1.979765,0.588596,0.682580,0.640826,0.592157,0.649327,0.752513,0.689891,0.644426,0.689041,0.635266,0.750150,0.683994
100,18_100,11,0.944897,0.469435,0.910419,0.986007,0.983231,0.905888,0.905305,0.903629,0.984624,0.909563,0.978518,0.983342,0.906568,0.981292
100,18_100,5,0.773177,1.422906,0.662500,0.957812,0.849219,0.662500,0.659375,0.662500,0.957812,0.659375,0.847656,0.849219,0.662500,0.847656
100,18_100,8,0.883133,0.855506,0.809413,0.971583,0.954820,0.810329,0.807770,0.808171,0.969743,0.808972,0.945205,0.955712,0.806486,0.948156
100,18_101,11,0.807748,1.408401,0.809406,0.834940,0.898483,0.808541,0.732933,0.794981,0.836303,0.732596,0.778432,0.895865,0.798949,0.773813
100,18_101,5,0.672526,1.721989,0.702344,0.718750,0.779687,0.702344,0.542188,0.683594,0.718750,0.542188,0.608594,0.779687,0.683594,0.608594
100,18_101,8,0.746287,1.546598,0.751242,0.783904,0.844363,0.755496,0.648721,0.746074,0.784459,0.640599,0.701678,0.847984,0.743913,0.708520
100,18_110,11,0.784233,1.556367,0.750874,0.737220,0.747451,0.744813,0.858581,0.811562,0.739006,0.862772,0.801016,0.742160,0.815443,0.799599
100,18_110,5,0.688411,1.785211,0.685156,0.662500,0.756250,0.685156,0.692969,0.675781,0.662500,0.692969,0.657813,0.756250,0.675781,0.657813
100,18_110,8,0.743054,1.635491,0.719746,0.692063,0.720805,0.714466,0.807910,0.759774,0.695035,0.807249,0.747666,0.728473,0.765546,0.757242
100,18_codon,11,0.805624,1.526096,0.874394,0.906315,0.773931,0.875881,0.814780,0.742145,0.904008,0.812514,0.727456,0.770253,0.738930,0.727570
100,18_codon,5,0.696745,1.715214,0.765625,0.696875,0.753125,0.765625,0.641406,0.728125,0.696875,0.641406,0.595313,0.753125,0.728125,0.595313
100,18_codon,8,0.765292,1.540971,0.838349,0.855417,0.748415,0.837524,0.749837,0.713949,0.852447,0.751676,0.675253,0.757660,0.724595,0.679355
100,18,11,0.739370,1.747960,0.742695,0.717810,0.844692,0.744750,0.666508,0.707003,0.717326,0.664939,0.750535,0.850344,0.710819,0.754109
100,18,5,0.575000,1.944599,0.592969,0.554688,0.668750,0.592969,0.498437,0.573438,0.554688,0.498437,0.561719,0.668750,0.573438,0.561719
100,18,8,0.669075,1.858815,0.693455,0.636137,0.783648,0.689258,0.589228,0.642785,0.640467,0.590107,0.666219,0.784500,0.644444,0.668924
100,19_001,11,0.759967,1.836358,0.819396,0.851345,0.678902,0.821559,0.805011,0.682623,0.856436,0.810461,0.704798,0.691021,0.692146,0.706693
100,19_001,5,0.618490,1.959199,0.647656,0.689844,0.529687,0.647656,0.632812,0.683594,0.689844,0.632812,0.527344,0.529687,0.683594,0.527344
100,19_001,8,0.704471,1.894112,0.771376,0.796673,0.616653,0.767769,0.748059,0.655258,0.795669,0.750752,0.633547,0.623653,0.659564,0.636318
100,19_010,11,0.741830,1.942322,0.643114,0.682316,0.635187,0.643325,0.841405,0.819990,0.684400,0.842255,0.825165,0.639218,0.820933,0.824780
100,19_010,5,0.632031,1.933788,0.694531,0.582031,0.524219,0.694531,0.687500,0.638281,0.582031,0.687500,0.665625,0.524219,0.638281,0.665625
100,19_010,8,0.689842,1.954770,0.625117,0.610363,0.581693,0.629731,0.780839,0.770889,0.608191,0.776102,0.777111,0.580864,0.766650,0.774937
100,19_011,11,0.757658,1.796577,0.818782,0.732312,0.758377,0.817206,0.679686,0.703281,0.734730,0.683328,0.852959,0.759198,0.706758,0.845976
100,19_011,5,0.625521,1.996220,0.742969,0.578125,0.536719,0.742969,0.603906,0.560937,0.578125,0.603906,0.730469,0.536719,0.560937,0.730469
100,19_011,8,0.702987,1.927591,0.784123,0.650770,0.660886,0.788994,0.627042,0.636504,0.662983,0.636982,0.836842,0.669991,0.644001,0.837312
100,19_100,11,0.931012,0.519981,0.965827,0.972151,0.889360,0.967561,0.971584,0.895041,0.971421,0.971385,0.894174,0.889378,0.895087,0.889269
100,19_100,5,0.773958,1.421525,0.850000,0.960938,0.660937,0.850000,0.850000,0.660937,0.960938,0.850000,0.660937,0.660937,0.660937,0.660937
100,19_100,8,0.880946,0.816578,0.948469,0.973961,0.803983,0.947584,0.949435,0.808743,0.972985,0.952811,0.805403,0.801357,0.803971,0.800955
100,19_101,11,0.812600,1.311006,0.763790,0.850701,0.811183,0.760767,0.845289,0.755917,0.848950,0.842449,0.854689,0.809576,0.754919,0.852135
100,19_101,5,0.666536,1.785263,0.597656,0.661719,0.682813,0.597656,0.802344,0.596875,0.661719,0.802344,0.657813,0.682813,0.596875,0.657813
100,19_101,8,0.757883,1.462721,0.699775,0.796005,0.756654,0.693760,0.827247,0.691113,0.792250,0.826959,0.786086,0.753880,0.687181,0.785519
100,19_110,11,0.904861,0.699821,0.937948,0.950336,0.857294,0.934604,0.945169,0.876712,0.946574,0.944641,0.867146,0.857529,0.878345,0.863507
100,19_110,5,0.758984,1.502482,0.920312,0.832812,0.649219,0.920312,0.843750,0.650000,0.832812,0.843750,0.657813,0.649219,0.650000,0.657813
100,19_110,8,0.852775,0.983748,0.927857,0.908309,0.776372,0.928946,0.919059,0.796325,0.910499,0.925080,0.781175,0.776976,0.799432,0.784295
100,19_codon,11,0.819482,1.350664,0.825559,0.834859,0.906495,0.826271,0.769104,0.788464,0.830640,0.767602,0.794691,0.902747,0.787676,0.799252
100,19_codon,5,0.690365,1.783943,0.760156,0.732812,0.681250,0.760156,0.755469,0.607812,0.732812,0.755469,0.604688,0.681250,0.607812,0.604688
100,19_codon,8,0.771012,1.502238,0.797253,0.794605,0.836214,0.798488,0.746456,0.722827,0.799065,0.747463,0.729072,0.831990,0.719499,0.729111
100,19,11,0.726764,1.878981,0.696431,0.754497,0.738847,0.696653,0.692824,0.682687,0.747555,0.690219,0.797263,0.740248,0.682798,0.801132
100,19,5,0.571094,1.951881,0.594531,0.574219,0.526563,0.594531,0.602344,0.521094,0.574219,0.602344,0.607812,0.526563,0.521094,0.607812
100,19,8,0.661792,1.907089,0.658311,0.679019,0.660193,0.657245,0.649376,0.614695,0.667223,0.643027,0.727968,0.650321,0.607699,0.726812
100,1_001,11,0.756267,1.825027,0.698423,0.682945,0.715391,0.696966,0.814871,0.804554,0.687491,0.821669,0.822182,0.710580,0.801792,0.818591
100,1_001,5,0.616016,1.968085,0.545312,0.499219,0.674219,0.545312,0.689063,0.672656,0.499219,0.689063,0.615625,0.674219,0.672656,0.615625
100,1_001,8,0.698650,1.907376,0.615943,0.615297,0.672286,0.611920,0.787395,0.747242,0.610259,0.779831,0.760202,0.673343,0.749413,0.761950
100,1_010,11,0.746264,1.975467,0.852789,0.653401,0.843395,0.855971,0.651794,0.799140,0.659590,0.654848,0.664770,0.851643,0.804189,0.662586
100,1_010,5,0.629687,1.951190,0.647656,0.523438,0.686719,0.647656,0.682031,0.667969,0.523438,0.682031,0.570312,0.686719,0.667969,0.570312
100,1_010,8,0.696125,1.982237,0.804598,0.592717,0.807103,0.799481,0.625162,0.744635,0.592064,0.631344,0.603788,0.805080,0.748490,0.598433
100,1_011,11,0.738973,1.968564,0.770976,0.683215,0.820438,0.765854,0.761602,0.753134,0.678136,0.759589,0.642353,0.825030,0.758276,0.650060
100,1_011,5,0.622135,1.998537,0.655469,0.583594,0.694531,0.655469,0.707812,0.579688,0.583594,0.707812,0.511719,0.694531,0.579688,0.511719
100,1_011,8,0.687467,1.979706,0.720719,0.636662,0.788772,0.715033,0.735316,0.673964,0.637334,0.737586,0.580315,0.781219,0.667696,0.577624
100,1_100,11,0.894673,0.812696,0.817793,0.923414,0.931595,0.822647,0.858715,0.867345,0.923240,0.858373,0.972018,0.929745,0.862226,0.970949
100,1_100,5,0.745443,1.530303,0.621094,0.764844,0.755469,0.621094,0.701562,0.695312,0.764844,0.701562,0.934375,0.755469,0.695312,0.934375
100,1_100,8,0.830075,1.126277,0.715293,0.865789,0.863803,0.727756,0.782620,0.791224,0.867635,0.775657,0.958608,0.865214,0.785293,0.959396
100,1_101,11,0.813009,1.473532,0.724936,0.757382,0.776887,0.725866,0.850748,0.857040,0.757974,0.850261,0.913984,0.771373,0.855658,0.913958
100,1_101,5,0.669531,1.833724,0.521875,0.661719,0.624219,0.521875,0.699219,0.707031,0.661719,0.699219,0.803125,0.624219,0.707031,0.803125
100,1_101,8,0.758058,1.627372,0.652012,0.693194,0.706210,0.654017,0.808710,0.813059,0.693176,0.810560,0.875896,0.707518,0.807688,0.876844
100,1_110,11,0.788227,1.525034,0.850113,0.716738,0.824743,0.848874,0.783512,0.855480,0.708339,0.787024,0.699717,0.825805,0.860165,0.699322
100,1_110,5,0.692318,1.747519,0.718750,0.646875,0.699219,0.718750,0.775000,0.696094,0.646875,0.775000,0.617969,0.699219,0.696094,0.617969
100,1_110,8,0.742454,1.624750,0.793141,0.659375,0.788687,0.792610,0.750730,0.805698,0.659217,0.752158,0.657870,0.786993,0.805452,0.658686
100,1_codon,11,0.792776,1.495984,0.740950,0.831946,0.802714,0.738986,0.784540,0.777453,0.829561,0.780292,0.817722,0.809372,0.775239,0.823619
100,1_codon,5,0.672396,1.830666,0.639844,0.612500,0.667188,0.639844,0.737500,0.714844,0.612500,0.737500,0.662500,0.667188,0.714844,0.662500
100,1_codon,8,0.745454,1.614477,0.706705,0.759318,0.758069,0.698034,0.753504,0.738002,0.761872,0.760129,0.761125,0.753007,0.741335,0.754783
100,1,11,0.706267,1.966788,0.662629,0.717890,0.695180,0.656984,0.708923,0.728022,0.715693,0.709102,0.729533,0.693686,0.727673,0.730435
100,1,5,0.540234,1.995897,0.496875,0.576562,0.558594,0.496875,0.544531,0.518750,0.576562,0.544531,0.546094,0.558594,0.518750,0.546094
