mapping,ordering,global_masking_rate,entropy,A->C,A->G,A->T,C->A,C->G,C->T,G->A,G->C,G->T,T->A,T->C,T->G
75,110_ga,0.534245,3.154544,0.564844,0.695312,0.444531,0.564844,0.586719,0.456250,0.695312,0.586719,0.457812,0.444531,0.456250,0.457812
75,110_gc,0.536328,3.222198,0.517188,0.518750,0.445312,0.517188,0.697656,0.516406,0.518750,0.697656,0.522656,0.445312,0.516406,0.522656
76,,0.378385,3.906135,0.411719,0.357812,0.414062,0.411719,0.377344,0.369531,0.357812,0.377344,0.339844,0.414062,0.369531,0.339844
76,110_cov,0.547917,3.134301,0.521875,0.502344,0.527344,0.521875,0.517969,0.694531,0.502344,0.517969,0.523438,0.527344,0.694531,0.523438
76,110_ct,0.524609,3.255362,0.461719,0.443750,0.452344,0.461719,0.535937,0.733594,0.443750,0.535937,0.520312,0.452344,0.733594,0.520312
76,110_ga,0.548698,3.150682,0.492969,0.675000,0.582812,0.492969,0.485156,0.489062,0.675000,0.485156,0.567187,0.582812,0.489062,0.567187
76,110_gc,0.537760,3.274127,0.578125,0.567969,0.445312,0.578125,0.661719,0.488281,0.567969,0.661719,0.485156,0.445312,0.488281,0.485156
77,,0.396484,3.839831,0.415625,0.425781,0.392969,0.415625,0.447656,0.344531,0.425781,0.447656,0.352344,0.392969,0.344531,0.352344
77,110_cov,0.503385,3.343702,0.468750,0.593750,0.524219,0.468750,0.421875,0.543750,0.593750,0.421875,0.467969,0.524219,0.543750,0.467969
77,110_ct,0.513672,3.291102,0.493750,0.445312,0.521094,0.493750,0.442969,0.711719,0.445312,0.442969,0.467187,0.521094,0.711719,0.467187
77,110_ga,0.526953,3.275707,0.531250,0.742969,0.462500,0.531250,0.532813,0.428125,0.742969,0.532813,0.464063,0.462500,0.428125,0.464063
77,110_gc,0.529036,3.219714,0.528906,0.534375,0.436719,0.528906,0.737500,0.465625,0.534375,0.737500,0.471094,0.436719,0.465625,0.471094
78,,0.400521,3.814950,0.397656,0.396875,0.412500,0.397656,0.378125,0.478906,0.396875,0.378125,0.339063,0.412500,0.478906,0.339063
78,110_cov,0.561198,3.104746,0.497656,0.502344,0.484375,0.497656,0.608594,0.676562,0.502344,0.608594,0.597656,0.484375,0.676562,0.597656
78,110_ct,0.534635,3.178334,0.540625,0.427344,0.525000,0.540625,0.511719,0.703125,0.427344,0.511719,0.500000,0.525000,0.703125,0.500000
78,110_ga,0.540885,3.160057,0.545312,0.660156,0.539062,0.545312,0.518750,0.444531,0.660156,0.518750,0.537500,0.539062,0.444531,0.537500
78,110_gc,0.547917,3.116736,0.536719,0.546094,0.453906,0.536719,0.659375,0.555469,0.546094,0.659375,0.535937,0.453906,0.555469,0.535937
79,,0.410677,3.720535,0.363281,0.403125,0.440625,0.363281,0.406250,0.391406,0.403125,0.406250,0.459375,0.440625,0.391406,0.459375
79,110_cov,0.521875,3.303768,0.492969,0.464844,0.507031,0.492969,0.472656,0.697656,0.464844,0.472656,0.496094,0.507031,0.697656,0.496094
79,110_ct,0.537760,3.178527,0.514062,0.452344,0.503125,0.514062,0.538281,0.675000,0.452344,0.538281,0.543750,0.503125,0.675000,0.543750
79,110_ga,0.524089,3.206170,0.464844,0.706250,0.557031,0.464844,0.446875,0.423438,0.706250,0.446875,0.546094,0.557031,0.423438,0.546094
79,110_gc,0.530729,3.246827,0.507812,0.485938,0.463281,0.507812,0.659375,0.550000,0.485938,0.659375,0.517969,0.463281,0.550000,0.517969
7,110_cov,0.543229,3.201424,0.542969,0.483594,0.535937,0.542969,0.503906,0.668750,0.483594,0.503906,0.524219,0.535937,0.668750,0.524219
7,110_ct,0.536458,3.188006,0.492188,0.465625,0.516406,0.492188,0.521094,0.682031,0.465625,0.521094,0.541406,0.516406,0.682031,0.541406
7,110_ga,0.504687,3.334100,0.539844,0.649219,0.431250,0.539844,0.522656,0.468750,0.649219,0.522656,0.416406,0.431250,0.468750,0.416406
7,110_gc,0.510286,3.377580,0.434375,0.437500,0.415625,0.434375,0.734375,0.513281,0.437500,0.734375,0.526563,0.415625,0.513281,0.526563
8,,0.370833,3.940746,0.331250,0.360938,0.332031,0.331250,0.375781,0.425781,0.360938,0.375781,0.399219,0.332031,0.425781,0.399219
80,,0.388021,3.855297,0.407031,0.383594,0.407813,0.407031,0.378125,0.372656,0.383594,0.378125,0.378906,0.407813,0.372656,0.378906
80,110_cov,0.549870,3.140790,0.515625,0.498437,0.532031,0.515625,0.518750,0.703906,0.498437,0.518750,0.530469,0.532031,0.703906,0.530469
80,110_ct,0.506120,3.368777,0.495313,0.400000,0.497656,0.495313,0.450000,0.750781,0.400000,0.450000,0.442969,0.497656,0.750781,0.442969
80,110_ga,0.531510,3.201234,0.542969,0.706250,0.485156,0.542969,0.544531,0.423438,0.706250,0.544531,0.486719,0.485156,0.423438,0.486719
80,110_gc,0.563281,3.101232,0.557031,0.557031,0.564063,0.557031,0.639062,0.529687,0.557031,0.639062,0.532813,0.564063,0.529687,0.532813
81,,0.386458,3.868335,0.410156,0.380469,0.364062,0.410156,0.430469,0.396094,0.380469,0.430469,0.337500,0.364062,0.396094,0.337500
81,110_cov,0.501823,3.376746,0.478906,0.399219,0.477344,0.478906,0.468750,0.718750,0.399219,0.468750,0.467969,0.477344,0.718750,0.467969
81,110_ct,0.524870,3.203194,0.485156,0.421094,0.472656,0.485156,0.544531,0.689063,0.421094,0.544531,0.536719,0.472656,0.689063,0.536719
81,110_ga,0.558203,3.097372,0.592187,0.648438,0.520312,0.592187,0.602344,0.464063,0.648438,0.602344,0.521875,0.520312,0.464063,0.521875
81,110_gc,0.548438,3.154567,0.553906,0.553125,0.453125,0.553906,0.698438,0.509375,0.553125,0.698438,0.522656,0.453125,0.509375,0.522656
82,,0.409896,3.767433,0.398438,0.379687,0.361719,0.398438,0.479688,0.439844,0.379687,0.479688,0.400000,0.361719,0.439844,0.400000
82,110_cov,0.520443,3.287444,0.490625,0.482031,0.499219,0.490625,0.494531,0.650781,0.482031,0.494531,0.505469,0.499219,0.650781,0.505469
82,110_ct,0.535547,3.185934,0.503906,0.458594,0.549219,0.503906,0.521875,0.660156,0.458594,0.521875,0.519531,0.549219,0.660156,0.519531
82,110_ga,0.527474,3.258938,0.582031,0.732812,0.420312,0.582031,0.585938,0.419531,0.732812,0.585938,0.424219,0.420312,0.419531,0.424219
82,110_gc,0.511979,3.407364,0.500781,0.491406,0.416406,0.500781,0.742969,0.463281,0.491406,0.742969,0.457031,0.416406,0.463281,0.457031
83,,0.386719,3.831386,0.371094,0.424219,0.436719,0.371094,0.346094,0.350000,0.424219,0.346094,0.392188,0.436719,0.350000,0.392188
83,110_cov,0.547135,3.144058,0.474219,0.523438,0.492969,0.474219,0.564063,0.640625,0.523438,0.564063,0.587500,0.492969,0.640625,0.587500
83,110_ct,0.539844,3.187954,0.557813,0.503125,0.555469,0.557813,0.478125,0.660156,0.503125,0.478125,0.484375,0.555469,0.660156,0.484375
83,110_ga,0.515365,3.327431,0.510938,0.712500,0.457031,0.510938,0.517188,0.421094,0.712500,0.517188,0.473437,0.457031,0.421094,0.473437
83,110_gc,0.552995,3.108375,0.580469,0.588281,0.469531,0.580469,0.658594,0.520312,0.588281,0.658594,0.500781,0.469531,0.520312,0.500781
84,,0.380339,3.903788,0.310156,0.418750,0.387500,0.310156,0.319531,0.417188,0.418750,0.319531,0.428906,0.387500,0.417188,0.428906
84,110_cov,0.554818,3.079830,0.576562,0.535156,0.611719,0.576562,0.471094,0.627344,0.535156,0.471094,0.507031,0.611719,0.627344,0.507031
84,110_ct,0.529297,3.247113,0.514844,0.435156,0.523438,0.514844,0.509375,0.678906,0.435156,0.509375,0.514062,0.523438,0.678906,0.514062
84,110_ga,0.546224,3.194793,0.521094,0.706250,0.523438,0.521094,0.518750,0.482812,0.706250,0.518750,0.525000,0.523438,0.482812,0.525000
84,110_gc,0.562891,3.121019,0.500000,0.510156,0.488281,0.500000,0.617969,0.648438,0.510156,0.617969,0.612500,0.488281,0.648438,0.612500
85,,0.401302,3.810681,0.392969,0.407031,0.350000,0.392969,0.425781,0.410937,0.407031,0.425781,0.421094,0.350000,0.410937,0.421094
85,110_cov,0.518359,3.278619,0.423438,0.417969,0.435937,0.423438,0.578906,0.671094,0.417969,0.578906,0.582812,0.435937,0.671094,0.582812
85,110_ct,0.519922,3.289632,0.491406,0.429688,0.497656,0.491406,0.515625,0.696094,0.429688,0.515625,0.489062,0.497656,0.696094,0.489062
85,110_ga,0.520182,3.299325,0.468750,0.688281,0.514844,0.468750,0.494531,0.460938,0.688281,0.494531,0.493750,0.514844,0.460938,0.493750
85,110_gc,0.547266,3.164684,0.528906,0.512500,0.489062,0.528906,0.700781,0.534375,0.512500,0.700781,0.517969,0.489062,0.534375,0.517969
86,,0.396094,3.873830,0.417969,0.420312,0.380469,0.417969,0.409375,0.372656,0.420312,0.409375,0.375781,0.380469,0.372656,0.375781
86,110_cov,0.544141,3.187627,0.505469,0.487500,0.510156,0.505469,0.541406,0.667188,0.487500,0.541406,0.553125,0.510156,0.667188,0.553125
86,110_ct,0.552734,3.140730,0.553125,0.498437,0.542969,0.553125,0.513281,0.700000,0.498437,0.513281,0.508594,0.542969,0.700000,0.508594
86,110_ga,0.534245,3.173326,0.475000,0.640625,0.552344,0.475000,0.518750,0.472656,0.640625,0.518750,0.546094,0.552344,0.472656,0.546094
86,110_gc,0.535286,3.179832,0.535937,0.518750,0.503125,0.535937,0.666406,0.508594,0.518750,0.666406,0.478906,0.503125,0.508594,0.478906
87,,0.387630,3.880820,0.387500,0.350000,0.356250,0.387500,0.381250,0.440625,0.350000,0.381250,0.410156,0.356250,0.440625,0.410156
87,110_cov,0.550130,3.114878,0.554688,0.512500,0.542188,0.554688,0.509375,0.679688,0.512500,0.509375,0.502344,0.542188,0.679688,0.502344
87,110_ct,0.545833,3.143589,0.473437,0.457812,0.492969,0.473437,0.623437,0.627344,0.457812,0.623437,0.600000,0.492969,0.627344,0.600000
87,110_ga,0.552865,3.146529,0.564844,0.700000,0.507031,0.564844,0.555469,0.493750,0.700000,0.555469,0.496094,0.507031,0.493750,0.496094
87,110_gc,0.514974,3.346203,0.441406,0.442187,0.435156,0.441406,0.733594,0.518750,0.442187,0.733594,0.518750,0.435156,0.518750,0.518750
88,,0.386458,3.879676,0.377344,0.371875,0.392188,0.377344,0.390625,0.403125,0.371875,0.390625,0.383594,0.392188,0.403125,0.383594
88,110_cov,0.548698,3.125160,0.507812,0.496875,0.525000,0.507812,0.532031,0.682031,0.496875,0.532031,0.548438,0.525000,0.682031,0.548438
88,110_ct,0.519792,3.277875,0.482812,0.455469,0.503125,0.482812,0.500781,0.689063,0.455469,0.500781,0.487500,0.503125,0.689063,0.487500
88,110_ga,0.552604,3.105088,0.576562,0.657813,0.515625,0.576562,0.568750,0.474219,0.657813,0.568750,0.522656,0.515625,0.474219,0.522656
88,110_gc,0.554427,3.173570,0.595313,0.598437,0.492188,0.595313,0.667969,0.486719,0.598437,0.667969,0.485938,0.492188,0.486719,0.485938
89,,0.396484,3.833302,0.406250,0.441406,0.414844,0.406250,0.332031,0.407813,0.441406,0.332031,0.376563,0.414844,0.407813,0.376563
89,110_cov,0.519661,3.222461,0.519531,0.435156,0.507812,0.519531,0.472656,0.700781,0.435156,0.472656,0.482031,0.507812,0.700781,0.482031
89,110_ct,0.544141,3.165519,0.503125,0.450000,0.510156,0.503125,0.551562,0.696875,0.450000,0.551562,0.553125,0.510156,0.696875,0.553125
89,110_ga,0.539323,3.203842,0.450781,0.705469,0.599219,0.450781,0.451562,0.423438,0.705469,0.451562,0.605469,0.599219,0.423438,0.605469
89,110_gc,0.553646,3.183902,0.589063,0.585938,0.466406,0.589063,0.669531,0.504687,0.585938,0.669531,0.506250,0.466406,0.504687,0.506250
8,110_cov,0.509375,3.383489,0.481250,0.457812,0.504687,0.481250,0.440625,0.723437,0.457812,0.440625,0.448438,0.504687,0.723437,0.448438
8,110_ct,0.525260,3.247513,0.451562,0.460156,0.442187,0.451562,0.540625,0.725781,0.460156,0.540625,0.531250,0.442187,0.725781,0.531250
8,110_ga,0.515104,3.276707,0.528125,0.717187,0.466406,0.528125,0.529687,0.382812,0.717187,0.529687,0.466406,0.466406,0.382812,0.466406
8,110_gc,0.547266,3.148004,0.515625,0.517188,0.449219,0.515625,0.693750,0.550781,0.517188,0.693750,0.557031,0.449219,0.550781,0.557031
9,,0.417708,3.727028,0.477344,0.411719,0.404687,0.477344,0.423438,0.425000,0.411719,0.423438,0.364062,0.404687,0.425000,0.364062
90,,0.394661,3.853897,0.385938,0.328125,0.403906,0.385938,0.384375,0.417969,0.328125,0.384375,0.447656,0.403906,0.417969,0.447656
90,110_cov,0.544141,3.221881,0.491406,0.482812,0.500000,0.491406,0.552344,0.673438,0.482812,0.552344,0.564844,0.500000,0.673438,0.564844
90,110_ct,0.494141,3.480996,0.463281,0.406250,0.460938,0.463281,0.442969,0.753125,0.406250,0.442969,0.438281,0.460938,0.753125,0.438281
90,110_ga,0.547656,3.142574,0.560937,0.605469,0.549219,0.560937,0.553906,0.476562,0.605469,0.553906,0.539844,0.549219,0.476562,0.539844
90,110_gc,0.514062,3.323816,0.449219,0.439844,0.439844,0.449219,0.731250,0.500781,0.439844,0.731250,0.523438,0.439844,0.500781,0.523438
91,,0.401432,3.808586,0.365625,0.401563,0.394531,0.365625,0.369531,0.450781,0.401563,0.369531,0.426562,0.394531,0.450781,0.426562
91,110_cov,0.561719,3.093824,0.481250,0.505469,0.500000,0.481250,0.598437,0.657031,0.505469,0.598437,0.628125,0.500000,0.657031,0.628125
91,110_ct,0.543229,3.128077,0.522656,0.453906,0.507031,0.522656,0.548438,0.680469,0.453906,0.548438,0.546875,0.507031,0.680469,0.546875
91,110_ga,0.558984,3.079106,0.584375,0.641406,0.484375,0.584375,0.609375,0.525781,0.641406,0.609375,0.508594,0.484375,0.525781,0.508594
91,110_gc,0.539323,3.170530,0.457812,0.486719,0.500781,0.457812,0.639844,0.564063,0.486719,0.639844,0.586719,0.500781,0.564063,0.586719
92,,0.414323,3.741413,0.448438,0.415625,0.381250,0.448438,0.490625,0.377344,0.415625,0.490625,0.372656,0.381250,0.377344,0.372656
92,110_cov,0.549479,3.117401,0.498437,0.513281,0.485938,0.498437,0.582031,0.653125,0.513281,0.582031,0.564063,0.485938,0.653125,0.564063
92,110_ct,0.562500,3.125072,0.494531,0.489844,0.496875,0.494531,0.605469,0.678125,0.489844,0.605469,0.610156,0.496875,0.678125,0.610156
92,110_ga,0.531380,3.176558,0.509375,0.661719,0.478906,0.509375,0.540625,0.485938,0.661719,0.540625,0.511719,0.478906,0.485938,0.511719
92,110_gc,0.510156,3.370576,0.510938,0.513281,0.415625,0.510938,0.700781,0.464844,0.513281,0.700781,0.455469,0.415625,0.464844,0.455469
93,,0.399349,3.805244,0.392969,0.485938,0.423438,0.392969,0.329688,0.384375,0.485938,0.329688,0.379687,0.423438,0.384375,0.379687
93,110_cov,0.546484,3.170891,0.474219,0.602344,0.571094,0.474219,0.494531,0.519531,0.602344,0.494531,0.617188,0.571094,0.519531,0.617188
93,110_ct,0.534245,3.188617,0.545312,0.489062,0.567187,0.545312,0.452344,0.667188,0.489062,0.452344,0.484375,0.567187,0.667188,0.484375
93,110_ga,0.526432,3.226996,0.485156,0.737500,0.508594,0.485156,0.470313,0.457031,0.737500,0.470313,0.500000,0.508594,0.457031,0.500000
93,110_gc,0.543750,3.150080,0.550781,0.575781,0.475781,0.550781,0.660937,0.503125,0.575781,0.660937,0.496094,0.475781,0.503125,0.496094
94,,0.399740,3.792176,0.385938,0.448438,0.395312,0.385938,0.423438,0.371875,0.448438,0.423438,0.373437,0.395312,0.371875,0.373437
94,110_cov,0.556250,3.174835,0.482031,0.659375,0.623437,0.482031,0.474219,0.482031,0.659375,0.474219,0.616406,0.623437,0.482031,0.616406
94,110_ct,0.555469,3.137227,0.589063,0.481250,0.591406,0.589063,0.501563,0.681250,0.481250,0.501563,0.488281,0.591406,0.681250,0.488281
94,110_ga,0.549740,3.176757,0.550000,0.701562,0.488281,0.550000,0.560156,0.492188,0.701562,0.560156,0.506250,0.488281,0.492188,0.506250
94,110_gc,0.531510,3.234521,0.546094,0.552344,0.473437,0.546094,0.655469,0.479688,0.552344,0.655469,0.482031,0.473437,0.479688,0.482031
95,,0.377474,3.907084,0.339844,0.398438,0.369531,0.339844,0.400781,0.350781,0.398438,0.400781,0.405469,0.369531,0.350781,0.405469
95,110_cov,0.540755,3.230041,0.461719,0.538281,0.539844,0.461719,0.527344,0.556250,0.538281,0.527344,0.621094,0.539844,0.556250,0.621094
95,110_ct,0.514323,3.293969,0.478906,0.525000,0.480469,0.478906,0.492969,0.624219,0.525000,0.492969,0.484375,0.480469,0.624219,0.484375
95,110_ga,0.546094,3.157624,0.527344,0.699219,0.521875,0.527344,0.524219,0.481250,0.699219,0.524219,0.522656,0.521875,0.481250,0.522656
95,110_gc,0.554427,3.186493,0.486719,0.492969,0.489062,0.486719,0.688281,0.584375,0.492969,0.688281,0.585156,0.489062,0.584375,0.585156
96,,0.373437,3.899707,0.412500,0.349219,0.388281,0.412500,0.310937,0.396875,0.349219,0.310937,0.382812,0.388281,0.396875,0.382812
96,110_cov,0.538542,3.201392,0.556250,0.524219,0.599219,0.556250,0.442969,0.603906,0.524219,0.442969,0.504687,0.599219,0.603906,0.504687
96,110_ct,0.522526,3.245929,0.573438,0.407813,0.589844,0.573438,0.428125,0.706250,0.407813,0.428125,0.429688,0.589844,0.706250,0.429688
96,110_ga,0.500911,3.364185,0.504687,0.682813,0.447656,0.504687,0.497656,0.432031,0.682813,0.497656,0.440625,0.447656,0.432031,0.440625
96,110_gc,0.539062,3.173982,0.445312,0.435156,0.445312,0.445312,0.704688,0.604688,0.435156,0.704688,0.599219,0.445312,0.604688,0.599219
97,,0.394010,3.835221,0.429688,0.416406,0.367969,0.429688,0.397656,0.353125,0.416406,0.397656,0.399219,0.367969,0.353125,0.399219
97,110_cov,0.542448,3.206129,0.524219,0.485156,0.533594,0.524219,0.525000,0.641406,0.485156,0.525000,0.545312,0.533594,0.641406,0.545312
97,110_ct,0.553906,3.086564,0.500000,0.508594,0.515625,0.500000,0.562500,0.664844,0.508594,0.562500,0.571875,0.515625,0.664844,0.571875
97,110_ga,0.564063,3.112541,0.495313,0.678906,0.614844,0.495313,0.488281,0.495313,0.678906,0.488281,0.611719,0.614844,0.495313,0.611719
97,110_gc,0.553385,3.191896,0.517969,0.512500,0.475781,0.517969,0.663281,0.576562,0.512500,0.663281,0.574219,0.475781,0.576562,0.574219
98,,0.393099,3.823921,0.395312,0.403906,0.383594,0.395312,0.412500,0.360156,0.403906,0.412500,0.403125,0.383594,0.360156,0.403125
98,110_cov,0.536458,3.172635,0.491406,0.508594,0.479688,0.491406,0.551562,0.653906,0.508594,0.551562,0.533594,0.479688,0.653906,0.533594
98,110_ct,0.547266,3.130852,0.571094,0.465625,0.557813,0.571094,0.507031,0.679688,0.465625,0.507031,0.502344,0.557813,0.679688,0.502344
98,110_ga,0.507812,3.358127,0.448438,0.692187,0.540625,0.448438,0.431250,0.388281,0.692187,0.431250,0.546094,0.540625,0.388281,0.546094
98,110_gc,0.543620,3.140108,0.475781,0.485156,0.474219,0.475781,0.664062,0.574219,0.485156,0.664062,0.588281,0.474219,0.574219,0.588281
99,,0.388281,3.855688,0.360156,0.410937,0.391406,0.360156,0.427344,0.368750,0.410937,0.427344,0.371094,0.391406,0.368750,0.371094
99,110_cov,0.542708,3.177907,0.478906,0.685156,0.548438,0.478906,0.475000,0.517969,0.685156,0.475000,0.550781,0.548438,0.517969,0.550781
99,110_ct,0.541667,3.194668,0.519531,0.453906,0.513281,0.519531,0.542969,0.680469,0.453906,0.542969,0.539844,0.513281,0.680469,0.539844
99,110_ga,0.516927,3.291037,0.413281,0.733594,0.540625,0.413281,0.425781,0.428906,0.733594,0.425781,0.559375,0.540625,0.428906,0.559375
99,110_gc,0.550651,3.133710,0.508594,0.511719,0.455469,0.508594,0.696875,0.569531,0.511719,0.696875,0.561719,0.455469,0.569531,0.561719
9,110_cov,0.527604,3.214183,0.555469,0.459375,0.532813,0.555469,0.469531,0.702344,0.459375,0.469531,0.446094,0.532813,0.702344,0.446094
9,110_ct,0.528516,3.232187,0.521094,0.459375,0.512500,0.521094,0.479688,0.728906,0.459375,0.479688,0.469531,0.512500,0.728906,0.469531
9,110_ga,0.549479,3.148191,0.624219,0.631250,0.500000,0.624219,0.596094,0.473437,0.631250,0.596094,0.471875,0.500000,0.473437,0.471875
9,110_gc,0.548047,3.132252,0.567969,0.550781,0.491406,0.567969,0.678125,0.509375,0.550781,0.678125,0.490625,0.491406,0.509375,0.490625
